date,open,high,low,close,volume,short,middle,long,bear_fractal,bull_fractal
2021-09-25 15:00:00,347.05,352.24,345.66,350.54,81929.41,349.83,351.01,352.68,False,True
2021-09-25 16:00:00,350.52,351.81,347.04,349.74,72923.69,349.79,350.76,352.37,False,False
2021-09-25 17:00:00,349.67,350.78,348.37,348.59,29894.44,349.31,350.32,351.97,False,False
2021-09-25 18:00:00,348.59,350.62,346.48,347.75,49436.36,348.68,349.81,351.53,False,True
2021-09-25 19:00:00,347.73,350.5,346.73,349.55,32235.26,349.03,349.76,351.32,False,False
2021-09-25 20:00:00,349.56,350.39,347.12,348.36,39241.81,348.76,349.48,351.01,False,False
2021-09-25 21:00:00,348.38,349.03,345.93,349.02,34379.68,348.86,349.38,350.8,False,True
2021-09-25 22:00:00,349.03,350.97,348.14,350.34,33902.63,349.45,349.57,350.75,False,False
2021-09-25 23:00:00,350.36,351.14,347.44,349.39,36644.03,349.42,349.54,350.6,True,False
2021-09-26 00:00:00,349.38,350.42,344.07,346.45,72626.4,348.23,348.92,350.17,False,False
2021-09-26 01:00:00,346.42,347.08,341.66,343.57,72686.6,346.37,347.85,349.47,False,False
2021-09-26 02:00:00,343.6,343.95,336.88,338.73,124506.32,343.31,346.02,348.34,False,True
2021-09-26 03:00:00,338.72,343.14,337.51,341.27,56479.51,342.49,345.07,347.6,False,False
2021-09-26 04:00:00,341.27,341.31,337.77,340.79,67482.14,341.81,344.21,346.88,False,False
2021-09-26 05:00:00,340.79,343.12,339.5,340.26,63062.52,341.19,343.42,346.18,False,False
